task,file,filesize,status,memory,params,cost,score,error
task007,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task007.onnx,1258,ok,7240,31,7271.0,16.108350887349943,
task369,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task369.onnx,3056,ok,7200,129,7329.0,16.10040564007415,
task045,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task045.onnx,969,ok,7400,25,7425.0,16.0873920363291,
task180,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task180.onnx,2525,ok,6528,922,7450.0,16.084030688626395,
task327,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task327.onnx,2321,ok,7516,22,7538.0,16.072287826172918,
task141,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task141.onnx,1874,ok,7668,89,7757.0,16.04364905950913,
task039,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task039.onnx,1913,ok,7744,28,7772.0,16.04171718950267,
task302,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task302.onnx,4372,ok,7776,20,7796.0,16.03863393937255,
task332,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task332.onnx,3685,ok,7678,164,7842.0,16.032750817147722,
task040,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task040.onnx,4167,ok,7806,62,7868.0,16.02944082049105,
task372,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task372.onnx,640,ok,7865,13,7878.0,16.02817065646915,
task176,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task176.onnx,1126,ok,7800,120,7920.0,16.022853515191528,
task254,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task254.onnx,4960,ok,7798,158,7956.0,16.018318360026136,
task057,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task057.onnx,1312,ok,8044,26,8070.0,16.004091238736006,
task042,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task042.onnx,6490,ok,7502,728,8230.0,15.984458706328885,
task021,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task021.onnx,2678,ok,8238,81,8319.0,15.973702665716113,
task212,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task212.onnx,5951,ok,8192,138,8330.0,15.972381264839111,
task391,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task391.onnx,2140,ok,8336,29,8365.0,15.968188386579076,
task245,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task245.onnx,3101,ok,8316,71,8387.0,15.965561833015588,
task360,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task360.onnx,1753,ok,8400,26,8426.0,15.960922557461037,
task049,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task049.onnx,2375,ok,8515,44,8559.0,15.94526136011839,
task269,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task269.onnx,2336,ok,8506,96,8602.0,15.940249986656319,
task290,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task290.onnx,1908,ok,8888,34,8922.0,15.90372458431179,
task050,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task050.onnx,1939,ok,8775,250,9025.0,15.892246216798918,
task024,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task024.onnx,3233,ok,8820,260,9080.0,15.88617052840466,
task346,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task346.onnx,1781,ok,9069,23,9092.0,15.884849815027566,
task297,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task297.onnx,3233,ok,9076,95,9171.0,15.876198389441056,
task124,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task124.onnx,2797,ok,9114,243,9357.0,15.856119994724088,
task082,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task082.onnx,1638,ok,9660,56,9716.0,15.818470709877937,
task312,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task312.onnx,1202,ok,9960,19,9979.0,15.791761836115688,
task094,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task094.onnx,3478,ok,10115,112,10227.0,15.767213439193988,
task329,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task329.onnx,1652,ok,10214,46,10260.0,15.76399188127524,
task034,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task034.onnx,4370,ok,10383,78,10461.0,15.74459066465624,
task188,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task188.onnx,3259,ok,10616,48,10664.0,15.725371138141455,
task304,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task304.onnx,1879,ok,10813,35,10848.0,15.708263989819823,
task166,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task166.onnx,2753,ok,10892,137,11029.0,15.691716553693853,
task070,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task070.onnx,2758,ok,10892,137,11029.0,15.691716553693853,
task225,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task225.onnx,5688,ok,10428,650,11078.0,15.68728356140695,
task190,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task190.onnx,8781,ok,11026,178,11204.0,15.675973863620001,
task102,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task102.onnx,4821,ok,10715,524,11239.0,15.672854848481732,
task342,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task342.onnx,2836,ok,11556,57,11613.0,15.640119560754242,
task345,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task345.onnx,10029,ok,9840,1856,11696.0,15.63299781801044,
task041,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task041.onnx,2110,ok,11740,29,11769.0,15.626775765122337,
task362,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task362.onnx,1696,ok,11894,45,11939.0,15.612434368654611,
task250,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task250.onnx,14610,ok,11872,68,11940.0,15.612350613053406,
task289,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task289.onnx,2035,ok,11932,80,12012.0,15.60633857089678,
task295,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task295.onnx,1889,ok,12125,65,12190.0,15.591628777524683,
task260,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task260.onnx,3816,ok,12132,141,12273.0,15.584842993402491,
task178,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task178.onnx,4477,ok,12257,87,12344.0,15.579074605957004,
task134,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task134.onnx,4599,ok,12300,80,12380.0,15.576162453761413,
task068,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task068.onnx,1602,ok,12562,27,12589.0,15.55942130423374,
task012,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task012.onnx,1906,ok,12528,103,12631.0,15.556090611226026,
task277,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task277.onnx,6735,ok,12667,246,12913.0,15.534010165153349,
task374,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task374.onnx,5591,ok,12808,233,13041.0,15.524146480343099,
task375,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task375.onnx,2267,ok,13104,80,13184.0,15.513240747850746,
task371,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task371.onnx,3031,ok,12980,249,13229.0,15.50983333153762,
task246,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task246.onnx,3824,ok,12960,431,13391.0,15.497661881504435,
task125,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task125.onnx,3012,ok,13170,246,13416.0,15.495796696496955,
task019,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task019.onnx,2709,ok,13580,69,13649.0,15.478578462143805,
task303,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task303.onnx,1732,ok,14160,13,14173.0,15.440905974833095,
task195,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task195.onnx,5381,ok,12310,1919,14229.0,15.436962585454308,
task237,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task237.onnx,1637,ok,14283,41,14324.0,15.430308268881676,
task224,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task224.onnx,2481,ok,14366,85,14451.0,15.42148110470167,
task169,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task169.onnx,5361,ok,14132,548,14680.0,15.405758697831493,
task343,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task343.onnx,2448,ok,14724,131,14855.0,15.393908212103293,
task058,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task058.onnx,7837,ok,8104,6826,14930.0,15.388872109466764,
task301,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task301.onnx,3736,ok,14915,76,14991.0,15.384794699987685,
task075,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task075.onnx,1592,ok,15012,69,15081.0,15.378809047639315,
task300,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task300.onnx,3881,ok,15025,120,15145.0,15.374574276538663,
task119,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task119.onnx,12706,ok,15091,100,15191.0,15.371541573792337,
task341,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task341.onnx,12100,ok,14976,289,15265.0,15.366682094831022,
task035,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task035.onnx,3707,ok,15312,51,15363.0,15.36028269986934,
task093,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task093.onnx,6234,ok,15400,58,15458.0,15.354118052333183,
task361,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task361.onnx,4414,ok,15217,276,15493.0,15.351856412003707,
task199,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task199.onnx,2948,ok,16103,54,16157.0,15.30989132872317,
task197,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task197.onnx,1516,ok,16200,22,16222.0,15.30587637536971,
task218,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task218.onnx,5807,ok,16438,46,16484.0,15.289854507541293,
task354,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task354.onnx,2710,ok,16860,147,17007.0,15.258619697007587,
task193,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task193.onnx,971,ok,17100,23,17123.0,15.251822132011029,
task117,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task117.onnx,7552,ok_static,17527,156,17683.0,15.219640994945022,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_109'"")"
task330,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task330.onnx,7080,ok,16604,1133,17737.0,15.216591867794413,
task217,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task217.onnx,1350,ok,17901,23,17924.0,15.206104124093967,
task097,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task097.onnx,1021,ok,18000,22,18022.0,15.200651487205018,
task256,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task256.onnx,4194,ok,18022,59,18081.0,15.197383057848846,
task022,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task022.onnx,2028,ok,18291,298,18589.0,15.169674713092856,
task031,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task031.onnx,3417,ok,18558,58,18616.0,15.168223295017873,
task268,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task268.onnx,6821,ok,18808,57,18865.0,15.15493636760159,
task061,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task061.onnx,17030,ok,16942,1972,18914.0,15.152342332424542,
task143,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task143.onnx,2144,ok,19384,57,19441.0,15.12486048297936,
task084,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task084.onnx,2820,ok,19400,113,19513.0,15.121163810905001,
task397,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task397.onnx,6674,ok,19741,87,19828.0,15.105149640859535,
task350,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task350.onnx,1984,ok,19800,30,19830.0,15.10504877848616,
task242,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task242.onnx,1736,ok,20074,45,20119.0,15.090580078810763,
task293,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task293.onnx,4208,ok,20139,24,20163.0,15.088395479361925,
task308,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task308.onnx,3957,ok,20228,102,20330.0,15.080147093377608,
task059,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task059.onnx,6897,ok,17840,2547,20387.0,15.077347278202861,
task168,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task168.onnx,4620,ok,20218,185,20403.0,15.076562772156251,
task153,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task153.onnx,8954,ok,20491,92,20583.0,15.067779228641,
task128,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task128.onnx,3556,ok,19926,937,20863.0,15.054267465870126,
task184,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task184.onnx,6553,ok,20947,65,21012.0,15.047151017926147,
task079,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task079.onnx,2695,ok,21138,245,21383.0,15.029648507210364,
task206,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task206.onnx,3100,ok,21408,68,21476.0,15.02530868845754,
task074,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task074.onnx,1824,ok_static,21780,45,21825.0,15.009188619292196,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_29'"")"
task148,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task148.onnx,7103,ok,21676,326,22002.0,15.00111136270062,
task051,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task051.onnx,3039,ok,21966,89,22055.0,14.99870538746096,
task287,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task287.onnx,1686,ok_static,22528,38,22566.0,14.975800372301608,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_25'"")"
task271,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task271.onnx,1325,ok,22656,62,22718.0,14.969087159208634,
task156,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task156.onnx,25617,ok,21382,1895,23277.0,14.944778972437941,
task008,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task008.onnx,7647,ok,23228,60,23288.0,14.94430651457454,
task376,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task376.onnx,4045,ok,23262,150,23412.0,14.93899600958889,
task281,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task281.onnx,5445,ok,23640,247,23887.0,14.91891034312004,
task163,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task163.onnx,8017,ok,22294,1655,23949.0,14.916318151686092,
task251,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task251.onnx,3706,ok,24096,36,24132.0,14.908705960439347,
task365,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task365.onnx,17448,ok,24143,65,24208.0,14.905561563971863,
task333,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task333.onnx,3323,ok,24440,145,24585.0,14.89010822015396,
task240,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task240.onnx,48169,ok,10872,13735,24607.0,14.8892137657115,
task189,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task189.onnx,10578,ok,24380,259,24639.0,14.887914167591697,
task390,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task390.onnx,5953,ok,23724,967,24691.0,14.885805916253345,
task086,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task086.onnx,3120,ok,24480,225,24705.0,14.88523906872015,
task109,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task109.onnx,3729,ok,24508,231,24739.0,14.883863775242315,
task183,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task183.onnx,3009,ok,24816,38,24854.0,14.87922601563406,
task228,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task228.onnx,2649,ok,25008,78,25086.0,14.86993479941538,
task270,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task270.onnx,13846,ok,24316,1185,25501.0,14.853527053936123,
task310,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task310.onnx,3379,ok,25573,166,25739.0,14.844237369643414,
task013,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task013.onnx,7722,ok,25043,1031,26074.0,14.831306071777275,
task062,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task062.onnx,4028,ok,25144,952,26096.0,14.830462675139206,
task055,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task055.onnx,3952,ok,25260,965,26225.0,14.825531566735503,
task279,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task279.onnx,10314,ok,25144,1186,26330.0,14.821535747509644,
task091,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task091.onnx,3530,ok,26833,64,26897.0,14.800229964792921,
task011,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task011.onnx,12671,ok,24473,2647,27120.0,14.791973257945669,
task132,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task132.onnx,2472,ok,28494,64,28558.0,14.74030761400976,
task368,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task368.onnx,3469,ok,28948,84,29032.0,14.723846051107094,
task215,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task215.onnx,1688,ok,28982,112,29094.0,14.721712753666592,
task063,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task063.onnx,2377,ok,29132,32,29164.0,14.71930964907368,
task232,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task232.onnx,1616,ok,29428,69,29497.0,14.707956157758622,
task252,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task252.onnx,1213,ok,29250,261,29511.0,14.707481645819133,
task288,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task288.onnx,4053,ok,30146,41,30187.0,14.68483335288924,
task359,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task359.onnx,1305,ok,30300,13,30313.0,14.68066805761084,
task278,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task278.onnx,2799,ok,30132,362,30494.0,14.674714778068148,
task154,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task154.onnx,4963,ok,29552,990,30542.0,14.673141935486873,
task161,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task161.onnx,4780,ok_static,30494,137,30631.0,14.670232152975123,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_50'"")"
task392,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task392.onnx,8330,ok,28696,2098,30794.0,14.664924855210137,
task046,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task046.onnx,7494,ok,30640,866,31506.0,14.642066717134085,
task253,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task253.onnx,2738,ok,31250,439,31689.0,14.636275103508728,
task244,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task244.onnx,4574,ok,31685,85,31770.0,14.633722272736438,
task335,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task335.onnx,2889,ok,31832,83,31915.0,14.629168602309843,
task319,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task319.onnx,5764,ok,31966,102,32068.0,14.624386072837158,
task196,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task196.onnx,3491,ok,32175,66,32241.0,14.619005786490737,
task396,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task396.onnx,8843,ok,31785,511,32296.0,14.617301337467223,
task174,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task174.onnx,7400,ok,32661,82,32743.0,14.603555522240365,
task033,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task033.onnx,1438,ok,32697,52,32749.0,14.60337229375393,
task231,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task231.onnx,4556,ok,33113,101,33214.0,14.5892732472333,
task377,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task377.onnx,10778,ok,33067,533,33600.0,14.577718654048704,
task017,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task017.onnx,5239,ok,33617,178,33795.0,14.571931858465545,
task398,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task398.onnx,8089,ok_static,33140,754,33894.0,14.569006713446683,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(12) node with name 'safe_name_60'"")"
task400,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task400.onnx,2027,ok,33864,48,33912.0,14.568475786967527,
task351,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task351.onnx,2067,ok,33864,49,33913.0,14.568446299315479,
task177,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task177.onnx,3313,ok,34104,98,34202.0,14.559960599127,
task387,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task387.onnx,3910,ok_static,34358,77,34435.0,14.553171232021201,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_47'"")"
task065,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task065.onnx,1936,ok,34700,63,34763.0,14.543691118245864,
task185,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task185.onnx,4493,ok,34911,66,34977.0,14.537554018398598,
task328,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task328.onnx,8472,ok,33567,1507,35074.0,14.534784605770762,
task324,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task324.onnx,7375,ok_static,33639,1536,35175.0,14.53190911801741,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_51'"")"
task202,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task202.onnx,2010,ok,35226,22,35248.0,14.529835930957876,
task221,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task221.onnx,5921,ok,33219,2046,35265.0,14.529353750357721,
task029,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task029.onnx,6899,ok,35254,79,35333.0,14.52742734958067,
task213,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task213.onnx,2314,ok,36599,103,36702.0,14.48941347152938,
task044,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task044.onnx,38702,ok,38010,187,38197.0,14.449487742520706,
task383,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task383.onnx,12532,ok,37434,1052,38486.0,14.441950182219495,
task378,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task378.onnx,8612,ok,38872,76,38948.0,14.430017297901353,
task014,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task014.onnx,5317,ok,38399,650,39049.0,14.427427453254685,
task265,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task265.onnx,2076,ok,39033,129,39162.0,14.424537832136728,
task192,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task192.onnx,3068,ok,39786,98,39884.0,14.406269480051316,
task037,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task037.onnx,16205,ok,36300,3622,39922.0,14.405317170629171,
task358,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task358.onnx,8547,ok,39189,2019,41208.0,14.373612308754579,
task080,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task080.onnx,10133,ok,41638,217,41855.0,14.358033456905844,
task004,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task004.onnx,3106,ok,40960,1045,42005.0,14.354456062201052,
task325,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task325.onnx,5072,ok_static,41120,1902,43022.0,14.330533108254256,"Fail('[ONNXRuntimeError] : 1 : FAIL : /Users/runner/work/1/s/onnxruntime/core/graph/model.cc:182 onnxruntime::Model::Model(ModelProto &&, const PathString &, const IOnnxRuntimeOpSchemaRegistryList *, const logging::Logger &, const ModelOptions &) Unsupported model IR version: 13, max supported IR version: 11\n')"
task370,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task370.onnx,36039,ok,42456,1441,43897.0,14.310398740401666,
task349,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task349.onnx,8427,ok,40500,3579,44079.0,14.306261242455944,
task131,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task131.onnx,7860,ok,43599,951,44550.0,14.295632567101045,
task338,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task338.onnx,8884,ok,43200,1816,45016.0,14.285226738886886,
task275,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task275.onnx,9671,ok,45247,634,45881.0,14.266193633004685,
task092,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/6411.33/task092.onnx,2577,ok,46080,61,46141.0,14.260542795338498,
