task,file,filesize,status,memory,params,cost,score,error
task147,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task147.onnx,1309,ok,432,100,532.0,18.723356510658355,
task111,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task111.onnx,1010,ok,528,7,535.0,18.717733253103994,
task300,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task300.onnx,3398,ok,474,66,540.0,18.70843086044168,
task059,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task059.onnx,2038,ok,265,292,557.0,18.677434760072714,
task332,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task332.onnx,1539,ok,429,134,563.0,18.666720371860308,
task100,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task100.onnx,2429,ok,474,90,564.0,18.664945748501943,
task384,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task384.onnx,1911,ok,540,53,593.0,18.614805601002274,
task126,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task126.onnx,1334,ok,590,15,605.0,18.59477154196916,
task068,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task068.onnx,1693,ok,500,123,623.0,18.565453481212547,
task152,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task152.onnx,1404,ok,504,125,629.0,18.55586874329956,
task305,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task305.onnx,3251,ok,296,340,636.0,18.544801436659878,
task065,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task065.onnx,2192,ok,582,59,641.0,18.53697054307933,
task253,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task253.onnx,1807,ok,600,50,650.0,18.523027637110317,
task057,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task057.onnx,1367,ok,638,30,668.0,18.495711826463356,
task263,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task263.onnx,4924,ok,565,117,682.0,18.47497034215654,
task269,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task269.onnx,1619,ok,685,24,709.0,18.436144473467873,
task372,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task372.onnx,3057,ok,0,710,710.0,18.43473502996464,
task289,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task289.onnx,1238,ok,618,124,742.0,18.39065075683262,
task218,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task218.onnx,3328,ok,653,96,749.0,18.38126101648278,
task200,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task200.onnx,1562,ok,570,186,756.0,18.37195862382047,
task178,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task178.onnx,4644,ok,702,62,764.0,18.361432210833478,
task214,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task214.onnx,650,ok,726,41,767.0,18.357513198632745,
task320,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task320.onnx,2977,ok,448,322,770.0,18.35360948515227,
task267,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task267.onnx,1133,ok,734,38,772.0,18.351015449975222,
task043,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task043.onnx,1519,ok,588,206,794.0,18.322916538752864,
task153,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task153.onnx,5608,ok,741,54,795.0,18.32165788534567,
task221,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task221.onnx,3577,ok,451,354,805.0,18.309157722581435,
task122,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task122.onnx,3470,ok,0,810,810.0,18.302965752333517,
task143,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task143.onnx,3342,ok,591,247,838.0,18.268981899517918,
task047,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task047.onnx,2305,ok,826,36,862.0,18.240744729336306,
task106,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task106.onnx,1359,ok,776,93,869.0,18.23265687473461,
task327,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task327.onnx,854,ok,810,71,881.0,18.218942374063822,
task114,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task114.onnx,3835,ok,0,900,900.0,18.197605236675688,
task230,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task230.onnx,3798,ok,0,900,900.0,18.197605236675688,
task220,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task220.onnx,3798,ok,0,900,900.0,18.197605236675688,
task098,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task098.onnx,3794,ok,0,900,900.0,18.197605236675688,
task151,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task151.onnx,3790,ok,0,900,900.0,18.197605236675688,
task015,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task015.onnx,3774,ok,0,900,900.0,18.197605236675688,
task139,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task139.onnx,934,ok_static,765,139,904.0,18.193170639607825,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for ConvInteger(10) node with name 'output'"")"
task294,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task294.onnx,3825,ok,0,910,910.0,18.186555400489105,
task097,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task097.onnx,3829,ok,0,910,910.0,18.186555400489105,
task283,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task283.onnx,3825,ok,0,910,910.0,18.186555400489105,
task171,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task171.onnx,3825,ok,0,910,910.0,18.186555400489105,
task032,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task032.onnx,3828,ok,0,910,910.0,18.186555400489105,
task331,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task331.onnx,3836,ok,0,910,910.0,18.186555400489105,
task193,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task193.onnx,3825,ok,0,910,910.0,18.186555400489105,
task120,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task120.onnx,3836,ok,0,910,910.0,18.186555400489105,
task344,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task344.onnx,3851,ok,0,910,910.0,18.186555400489105,
task189,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task189.onnx,2382,ok,866,49,915.0,18.18107593472448,
task195,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task195.onnx,1248,ok,882,39,921.0,18.174539963744692,
task259,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task259.onnx,4491,ok,909,24,933.0,18.161594799152656,
task239,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task239.onnx,1462,ok,897,50,947.0,18.146700906813923,
task194,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task194.onnx,745,ok,900,49,949.0,18.14459120139007,
task288,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task288.onnx,2804,ok,769,189,958.0,18.13515222202914,
task228,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task228.onnx,4005,ok,849,113,962.0,18.130985549334294,
task108,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task108.onnx,974,ok,864,107,971.0,18.121673531708673,
task060,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task060.onnx,4221,ok,0,1010,1010.0,18.082294390164694,
task225,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task225.onnx,3680,ok,926,107,1033.0,18.05977753088036,
task058,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task058.onnx,6763,ok,252,781,1033.0,18.05977753088036,
task115,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task115.onnx,3419,ok,980,63,1043.0,18.050143544999226,
task329,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task329.onnx,1155,ok,1029,30,1059.0,18.034919654398593,
task010,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task010.onnx,3558,ok,750,340,1090.0,18.00606702477681,
task001,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task001.onnx,1199,ok,1095,26,1121.0,17.97802357692784,
task301,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task301.onnx,2061,ok_static,1077,64,1141.0,17.960339650137925,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_27'"")"
task048,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task048.onnx,10791,ok,1038,116,1154.0,17.949010552931956,
task031,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task031.onnx,3783,ok,1122,46,1168.0,17.936951836611826,
task021,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task021.onnx,1543,ok,1072,98,1170.0,17.9352409722082,
task271,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task271.onnx,1642,ok,1141,46,1187.0,17.92081560539033,
task188,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task188.onnx,4703,ok,1146,60,1206.0,17.90493562271287,
task136,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task136.onnx,3202,ok,1179,34,1213.0,17.89914809105595,
task244,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task244.onnx,4147,ok,1120,107,1227.0,17.88767255528909,
task183,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task183.onnx,6374,ok,1008,222,1230.0,17.885230551633537,
task346,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task346.onnx,2850,ok,1224,30,1254.0,17.865906278807135,
task254,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task254.onnx,1864,ok,1241,19,1260.0,17.861133000054476,
