task,file,filesize,status,memory,params,cost,score,error
task175,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task175.onnx,5574,ok,340,937,1277.0,17.84773114396746,
task293,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task293.onnx,3136,ok,1249,41,1290.0,17.83760250264428,
task078,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task078.onnx,1132,ok,1260,33,1293.0,17.835279621228143,
task027,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task027.onnx,1929,ok,1262,48,1310.0,17.822217583804804,
task356,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task356.onnx,1178,ok_static,1300,19,1319.0,17.815370847282686,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'"")"
task160,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task160.onnx,1376,ok,1164,170,1334.0,17.804062773524432,
task123,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task123.onnx,4960,ok,403,940,1343.0,17.797338803476762,
task119,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task119.onnx,4683,ok,1244,121,1365.0,17.781090292380938,
task297,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task297.onnx,2424,ok,1350,39,1389.0,17.763660657245655,
task232,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task232.onnx,5840,ok,0,1410,1410.0,17.748655016627787,
task341,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task341.onnx,3500,ok,1394,35,1429.0,17.735269822070133,
task304,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task304.onnx,1077,ok,1404,37,1441.0,17.726907404000478,
task217,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task217.onnx,1049,ok,1429,41,1470.0,17.70698232022722,
task240,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task240.onnx,4617,ok,1393,82,1475.0,17.703586731226082,
task075,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task075.onnx,1697,ok,1326,161,1487.0,17.695484053539843,
task308,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task308.onnx,5369,ok,1385,103,1488.0,17.694811784606962,
task345,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task345.onnx,2472,ok,1431,64,1495.0,17.690118514175214,
task141,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task141.onnx,1632,ok,1404,101,1505.0,17.683451822817023,
task020,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task020.onnx,5313,ok,1356,176,1532.0,17.665670649699464,
task159,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task159.onnx,3358,ok,1419,149,1568.0,17.642443799089648,
task369,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task369.onnx,1027,ok,1300,299,1599.0,17.622866287166048,
task295,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task295.onnx,1371,ok,1557,47,1604.0,17.61974421157354,
task342,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task342.onnx,3530,ok,1530,75,1605.0,17.619120964435883,
task303,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task303.onnx,1177,ok,1598,22,1620.0,17.60981857177357,
task226,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task226.onnx,1989,ok,1613,20,1633.0,17.601825907029536,
task033,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task033.onnx,2686,ok,1606,33,1639.0,17.59815842125617,
task351,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task351.onnx,1213,ok,1632,19,1651.0,17.59086355607987,
task061,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task061.onnx,875,ok,1633,35,1668.0,17.58061941708131,
task169,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task169.onnx,1404,ok,1500,170,1670.0,17.5794210945892,
task045,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task045.onnx,2970,ok,1050,623,1673.0,17.577626299013176,
task156,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task156.onnx,2078,ok,1697,47,1744.0,17.536063395531073,
task112,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task112.onnx,4870,ok,1616,158,1774.0,17.519007837130474,
task302,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task302.onnx,1530,ok,1216,558,1774.0,17.519007837130474,
task109,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task109.onnx,2572,ok,1686,93,1779.0,17.516193312334167,
task051,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task051.onnx,3212,ok,1702,101,1803.0,17.50279277679668,
task041,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task041.onnx,1381,ok,1750,59,1809.0,17.499470514604706,
task199,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task199.onnx,2019,ok,1749,88,1837.0,17.484110914784875,
task088,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task088.onnx,3349,ok,1791,81,1872.0,17.465237342962464,
task400,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task400.onnx,1598,ok,1864,32,1896.0,17.452498317185032,
task099,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task099.onnx,7775,ok_static,1633,278,1911.0,17.444618055759726,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_43'"")"
task237,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task237.onnx,5072,ok,1778,140,1918.0,17.440961744556617,
task013,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task013.onnx,6309,ok,1869,61,1930.0,17.43472471810107,
task124,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task124.onnx,2689,ok,1879,74,1953.0,17.42287806912332,
task392,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task392.onnx,5264,ok_static,1626,349,1975.0,17.41167632266478,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(12) node with name 'safe_name_56'"")"
task287,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task287.onnx,1811,ok,1699,295,1994.0,17.402102049478216,
task275,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task275.onnx,4250,ok_static,1374,637,2011.0,17.393612610227347,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_50'"")"
task063,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task063.onnx,2410,ok,1728,283,2011.0,17.393612610227347,
task213,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task213.onnx,7644,ok,1976,49,2025.0,17.38667502045936,
task084,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task084.onnx,1679,ok,1797,241,2038.0,17.38027578621733,
task343,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task343.onnx,4660,ok,1929,111,2040.0,17.379294913161736,
task260,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task260.onnx,4854,ok,1804,310,2114.0,17.343662833569816,
task011,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task011.onnx,4840,ok,1991,126,2117.0,17.342244728865133,
task325,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task325.onnx,2119,ok,2010,123,2133.0,17.33471528152865,
task273,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task273.onnx,4316,ok,2109,51,2160.0,17.32213649932179,
task323,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task323.onnx,1381,ok_static,1521,656,2177.0,17.31429693876545,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for ConvInteger(10) node with name 'output'"")"
task036,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task036.onnx,2672,ok,2140,37,2177.0,17.31429693876545,
task381,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task381.onnx,2503,ok,2128,70,2198.0,17.304696865036433,
task168,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task168.onnx,2859,ok_static,2096,143,2239.0,17.286215383401245,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_25'"")"
task012,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task012.onnx,2795,ok,2076,188,2264.0,17.275111560676926,
task336,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task336.onnx,7169,ok,1092,1196,2288.0,17.26456664750031,
task022,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task022.onnx,3677,ok,2004,298,2302.0,17.25846641071817,
task374,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task374.onnx,3069,ok,2262,42,2304.0,17.25759797818422,
task134,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task134.onnx,4548,ok,2270,35,2305.0,17.25716404456925,
task348,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task348.onnx,1995,ok,2257,57,2314.0,17.25326709224638,
task185,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task185.onnx,5449,ok_static,1651,680,2331.0,17.245947360964244,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_41'"")"
task163,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task163.onnx,2742,ok,2235,110,2345.0,17.23995931911962,
task212,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task212.onnx,2611,ok_static,2178,182,2360.0,17.233583101980344,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for ConvInteger(10) node with name 'output'"")"
task034,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task034.onnx,2392,ok_static,2198,167,2365.0,17.231466699073966,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_26'"")"
task281,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task281.onnx,4219,ok,2321,65,2386.0,17.22262639734214,
task030,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task030.onnx,3088,ok_static,2248,148,2396.0,17.21844404076466,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_45'"")"
task238,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task238.onnx,6634,ok,2051,444,2495.0,17.17795599181438,
task388,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task388.onnx,3812,ok_static,2282,218,2500.0,17.175953989143707,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_57'"")"
task184,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task184.onnx,2052,ok,2460,60,2520.0,17.167985819494533,
task102,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task102.onnx,1861,ok_static,2414,113,2527.0,17.165211892611808,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_21'"")"
task062,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task062.onnx,4117,ok,2465,71,2536.0,17.16165668444288,
task170,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task170.onnx,7561,ok,2216,329,2545.0,17.158114071015376,
task215,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task215.onnx,2968,ok,2560,2,2562.0,17.15145651754332,
task046,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task046.onnx,7726,ok_static,2221,357,2578.0,17.145230816500867,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_57'"")"
task197,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task197.onnx,2346,ok,2586,16,2602.0,17.13596434092755,
task071,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task071.onnx,3800,ok,2643,55,2698.0,17.0997339632323,
task094,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task094.onnx,1623,ok_static,2662,51,2713.0,17.094189687341068,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_23'"")"
task190,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task190.onnx,2500,ok_static,2480,247,2727.0,17.089042617154412,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_23'"")"
task154,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task154.onnx,3296,ok_static,2661,99,2760.0,17.077014041288805,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(12) node with name 'safe_name_54'"")"
task245,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task245.onnx,2179,ok,2644,139,2783.0,17.06871523847411,
task394,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task394.onnx,9919,ok,1871,930,2801.0,17.062268224739892,
task224,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task224.onnx,3530,ok,2460,371,2831.0,17.0516147148881,
task397,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task397.onnx,3347,ok_static,2648,200,2848.0,17.045627727468133,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_31'"")"
task246,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task246.onnx,4449,ok_static,2478,420,2898.0,17.028223877119373,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_26'"")"
task256,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task256.onnx,2496,ok,2902,50,2952.0,17.009761814279635,
task105,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task105.onnx,11212,ok,2908,82,2990.0,16.996971333615267,
task070,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task070.onnx,1062,ok,2977,31,3008.0,16.99096931493027,
task091,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task091.onnx,4910,ok,2846,175,3021.0,16.986656818613326,
task330,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task330.onnx,2815,ok,2800,222,3022.0,16.986325857167316,
task270,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task270.onnx,8368,ok,2742,327,3069.0,16.970892945380264,
task354,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task354.onnx,6439,ok,2998,79,3077.0,16.968289624677958,
task019,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task019.onnx,4246,ok,2997,87,3084.0,16.96601726531678,
task390,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task390.onnx,12367,ok,2624,467,3091.0,16.963750057867884,
task090,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task090.onnx,59023,ok_static,3010,82,3092.0,16.963426590292688,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_464'"")"
task042,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task042.onnx,1830,ok,2792,318,3110.0,16.95762199482672,
task035,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task035.onnx,6603,ok,2994,128,3122.0,16.953770898924624,
task079,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task079.onnx,4191,ok_static,3065,79,3144.0,16.9467488464509,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_28'"")"
task086,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task086.onnx,4221,ok,2956,190,3146.0,16.94611291638178,
task333,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task333.onnx,11387,ok_static,2792,435,3227.0,16.92069180794804,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(12) node with name 'safe_name_107'"")"
task310,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task310.onnx,2957,ok,3208,79,3287.0,16.90226942633578,
task125,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task125.onnx,1405,ok_static,3434,29,3463.0,16.850109455597575,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_13'"")"
task137,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task137.onnx,2041,ok_static,3433,93,3526.0,16.832080637042182,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(12) node with name 'safe_name_36'"")"
task093,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task093.onnx,6817,ok,3480,103,3583.0,16.816044282695046,
task268,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task268.onnx,9440,ok,3368,256,3624.0,16.80466633283713,
task284,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task284.onnx,11983,ok,3082,653,3735.0,16.774496902433082,
task177,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task177.onnx,1982,ok,3692,130,3822.0,16.751470875199782,
task069,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task069.onnx,6804,ok_static,3848,64,3912.0,16.72819596884529,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_96'"")"
task250,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task250.onnx,2553,ok,3764,161,3925.0,16.72487836978349,
task131,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task131.onnx,11222,ok,3312,675,3987.0,16.709205652618643,
task050,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task050.onnx,1721,ok,3915,86,4001.0,16.705700391142763,
task365,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task365.onnx,7087,ok,3932,123,4055.0,16.692294033450487,
task162,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task162.onnx,1245,ok,4024,44,4068.0,16.68909324283155,
task107,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task107.onnx,11832,ok,2928,1153,4081.0,16.685902664594195,
task117,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task117.onnx,6299,ok,3922,243,4165.0,16.665528445399055,
task206,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task206.onnx,6688,ok,4122,77,4199.0,16.657398319315806,
task335,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task335.onnx,4269,ok,3546,670,4216.0,16.6533579097788,
task355,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task355.onnx,1607,ok,4218,24,4242.0,16.64720986487537,
task265,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task265.onnx,1491,ok,4328,34,4362.0,16.619314053238426,
task132,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task132.onnx,7628,ok_static,3990,399,4389.0,16.613143310311766,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_50'"")"
task358,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task358.onnx,4494,ok,4332,174,4506.0,16.58683487900781,
task378,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task378.onnx,12848,ok,4420,117,4537.0,16.579978720336037,
task037,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task037.onnx,3399,ok,4614,132,4746.0,16.534942563004293,
task196,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task196.onnx,2326,ok_static,4725,36,4761.0,16.53178699080548,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_13'"")"
task201,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task201.onnx,8343,ok_static,4476,298,4774.0,16.529060193101223,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_50'"")"
task361,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task361.onnx,5680,ok,4616,367,4983.0,16.486212601718595,
task363,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task363.onnx,6407,ok_static,4843,283,5126.0,16.457919093075983,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_65'"")"
task161,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task161.onnx,5478,ok_static,5189,28,5217.0,16.440322196977608,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(12) node with name 'safe_name_61'"")"
task359,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task359.onnx,1916,ok,5220,12,5232.0,16.437451106862966,
task277,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task277.onnx,5881,ok_static,5342,18,5360.0,16.413280745935154,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_37'"")"
task085,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task085.onnx,3853,ok,4500,881,5381.0,16.409370490510582,
task279,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task279.onnx,2573,ok_static,5508,47,5555.0,16.37754629792627,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_20'"")"
task387,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task387.onnx,7235,ok,5466,103,5569.0,16.375029216410333,
task398,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task398.onnx,1868,ok,5417,191,5608.0,16.368050571285572,
task008,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task008.onnx,3954,ok,5561,66,5627.0,16.364668280566722,
task382,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task382.onnx,7130,ok_static,5648,135,5783.0,16.33732214184178,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_99'"")"
task251,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task251.onnx,2049,ok_static,5812,34,5846.0,16.32648705432881,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_12'"")"
task004,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task004.onnx,2170,ok_static,5812,92,5904.0,16.31661463371969,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Max(13) node with name 'safe_name_27'"")"
task148,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task148.onnx,8037,ok,5759,248,6007.0,16.29931926514984,
task280,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task280.onnx,13763,ok,5306,752,6058.0,16.290865008412815,
task208,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task208.onnx,8272,ok,5974,109,6083.0,16.286746725679293,
task264,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task264.onnx,5370,ok,5438,706,6144.0,16.27676872517249,
task368,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task368.onnx,6822,ok,6034,203,6237.0,16.261745423473876,
task328,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task328.onnx,22401,ok,4971,1941,6912.0,16.158985689516108,
task234,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task234.onnx,9618,ok,6869,45,6914.0,16.15869637951843,
task089,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task089.onnx,6860,ok,7092,160,7252.0,16.110967428125257,
task092,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task092.onnx,6521,ok,7075,182,7257.0,16.110278200721865,
task383,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task383.onnx,7863,ok,7246,74,7320.0,16.10163439304464,
task165,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task165.onnx,3602,ok,7036,303,7339.0,16.099042127454936,
task014,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task014.onnx,4534,ok,7989,89,8078.0,16.003100403876644,
task182,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task182.onnx,4070,ok,8043,95,8138.0,15.995700271438364,
task278,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task278.onnx,6737,ok_static,7776,676,8452.0,15.957841621264052,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_15'"")"
task192,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task192.onnx,2270,ok,8515,106,8621.0,15.938043633790075,
task324,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task324.onnx,7518,ok,7330,1586,8916.0,15.904397305494241,
task350,/Users/kaiikeda/Programming/Kaggle/Neuro Golf/solution/7157.62/task350.onnx,1105,ok_static,9012,26,9038.0,15.890806810028774,"NotImplemented(""[ONNXRuntimeError] : 9 : NOT_IMPLEMENTED : Could not find an implementation for Min(13) node with name 'safe_name_8'"")"
